Date,Type,Category,Account,Description,Amount
,Expense,Other,iAxis,petrol,150.0
,Expense,Other,HDFC,kirana,100.0
,Expense,Other,iAxis,pipe,180.0
,Expense,Other,HDFC,ac service,800.0
,Expense,Other,iAxis,juice,400.0
,Expense,sai bava,iAxis,train,1180.0
,Expense,Other,iAxis,fruits,240.0
,Expense,Other,HDFC,fish,1400.0
,Expense,Other,cash,vegetables,100.0
,Expense,Other,iAxis,mutton,250.0
,Expense,Other,iAxis,petrol,200.0
,Income,mohan,kottu,peda,4300.0
,Expense,ksn,iAxis,train,426.0
,Expense,Other,HDFC,ccbill,18881.0
,Expense,Other,HDFC,ccbill,17323.0
,Expense,Other,HDFC,ccbill,242.0
,Income,Other,HDFC,cb,8.0
,Expense,Other,HDFC,kirana,1741.0
,Expense,Other,HDFC,transfer,4000.0
,Expense,Other,cash,hospital,800.0
,Expense,Other,iAxis,juice,200.0
,Income,mohan,cheruvu,peda,4300.0
,Income,Other,HDFC,int,37.0
,Expense,Other,iAxis,petrol,750.0
,Expense,Other,iAxis,juice,370.0
,Expense,Other,HDFC,homeloan,20100.0
,Expense,Other,SBIcc,fascino,872.0
,Expense,Other,HDFC,fascino,400.0
,Expense,Other,iAxis,petrol,400.0
,Expense,Other,HDFC,mangoes,1500.0
,Expense,Other,HDFC,fruits,40.0
,Expense,mohan,cash,peda,2000.0
,Expense,mohan,HDFC,peda,2300.0
,Expense,mohan,HDFC,peda,700.0
,Expense,sai bava,iAxis,train,1180.0
,Expense,Other,iAxis,vegetables,90.0
,Expense,Other,HDFC,homeloan,33000.0
,Expense,Other,CChdfc,recharge,201.0
,Expense,Other,iAxis,eggs,70.0
,Expense,Other,cash,coconut,100.0
,Expense,sai bava,iAxis,train,1620.0
,Income,Other,kotak,adj,1764.0
,Expense,Other,HDFC,transfer,900.0
,Expense,Other,HDFC,key,175.0
,Expense,Other,HDFC,certificate,106.0
,Income,Other,HDFC,int,66.0
,Income,Other,ICICIcc,bill,41760.0
,Expense,Other,iAxis,petrol,400.0
,Expense,Other,HDFC,milk,170.0
,Income,Other,cash,received,100.0
,Income,Other,HDFC,bsnl,371.0
,Expense,sai bava,nCChdfc,train,1180.0
,Expense,Other,ICICIcc,pedigree,3566.0
,Expense,Other,ICICIcc,leo,539.0
,Expense,Other,SBIcc,haircut,800.0
,Income,Other,FAxisCC,bill,248.0
,Expense,Other,SBIcc,mutton,500.0
,Expense,Other,SBIcc,vegetables,160.0
,Expense,Other,HDFC,vegetables,125.0
,Expense,Other,HDFC,milk,100.0
,Expense,Other,HDFC,milk,100.0
,Expense,mavayya garu,SBIcc,train,190.0
,Expense,Other,HDFC,ccbill,15008.0
,Income,Other,HDFC,cb,14.0
,Expense,Other,HDFC,milk,100.0
,Expense,Other,SBIcc,notary,200.0
,Expense,Other,cash,notary,100.0
,Expense,Other,SBIcc,xerox,93.0
,Expense,Other,SBIcc,fish,250.0
,Expense,nagesh,HDFC,chain sproket,400.0
,Expense,Other,HDFC,received,800.0
,Expense,Other,nCChdfc,petrol,200.0
,Expense,Other,SBIcc,transfer,1000.0
,Expense,Other,HDFC,recharge,753.0
,Expense,Other,HDFC,fascino,342.0
,Expense,Other,nCChdfc,recharge,740.0
,Income,Other,cash,received,200.0
,Expense,mavayya garu,nCChdfc,received,455.0
,Expense,Other,iAxis,train,3000.0
,Expense,Other,SBIcc,petrol,343.0
,Expense,Other,SBIcc,xerox,35.0
,Expense,Other,SBIcc,fascino,630.0
,Expense,Other,cash,transfer,500.0
,Income,Other,iAxis,bill,8577.0
,Income,mavayya garu,cash,received,2000.0
,Expense,Other,HDFC,transfer,1500.0
,Expense,Other,HDFC,milk,100.0
,Expense,Other,CChdfc,fridge,82.0
,Expense,Other,SBIcc,victory bazaar,788.0
,Expense,Other,HDFC,vegetables,105.0
,Income,mavayya garu,HDFC,received,13200.0
,Expense,mavayya garu,HDFC,shriram,13177.0
,Income,Other,CChdfc,bill,832.0
,Income,Other,Jloan,bill,7928.0
,Expense,Other,nCChdfc,petrol,439.0
,Expense,Other,nCChdfc,adj,966.0
,Expense,Other,SBIcc,vegetables,115.0
,Expense,Other,cash,case sheet,300.0
,Expense,Other,HDFC,milk,130.0
,Income,Other,union,div,6.0
,Expense,Other,SBIcc,xerox,58.0
,Expense,Other,SBIcc,food,55.0
,Income,Other,cash,received,500.0
,Expense,Other,HDFC,charges,11.0
,Expense,Other,HDFC,milk,100.0
,Expense,Other,nCChdfc,petrol,500.0
,Expense,Other,SBIcc,xerox,40.0
,Expense,Other,SBIcc,chicken,300.0
,Expense,Other,SBIcc,kirana,320.0
,Expense,Other,cash,kirana,200.0
,Expense,Other,HDFC,ccbill,41760.0
,Expense,Other,HDFC,ccbill,16284.0
,Expense,Other,cash,haircut,100.0
,Expense,Other,SBIcc,aditya,399.0
,Income,Other,HDFC,cb,6.0
,Expense,Other,ICICIcc,surf,461.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,HDFC,vegetables,80.0
,Income,Other,HDFC,cb,6.0
,Expense,Other,iAxis,passport,1500.0
,Expense,Other,HDFC,milk,70.0
,Expense,ksn,iAxis,train,377.0
,Expense,sai bava,iAxis,train,820.0
,Expense,Other,HDFC,vegetables,40.0
,Expense,Other,nCChdfc,petrol,500.0
,Expense,Other,iAxis,fruits,100.0
,Expense,Other,iAxis,vegetables,90.0
,Expense,Other,iAxis,fish,1000.0
,Expense,Other,iAxis,mutton,500.0
,Expense,Other,FAxisCC,parivahan,2138.0
,Expense,Other,Axisneo,recharge,3209.0
,Income,Other,HDFC,cb,412.0
,Expense,Other,HDFC,milk,30.0
,Expense,Other,nCChdfc,recharge,799.0
,Income,Other,HDFC,cb,37.0
,Expense,Other,union,ccbill,3631.0
,Expense,Other,Abank,ccbill,4297.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,nCChdfc,gas,844.0
,Expense,Other,ICICIcc,camera,4949.0
,Income,Other,ICICIcc,bill,4567.0
,Expense,Other,Axisneo,current bill,3909.0
,Income,Other,Axisneo,bill,2909.0
,Expense,mavayya garu,SBIcc,permit,350.0
,Expense,Other,HDFC,vegetables,100.0
,Expense,Other,SBIcc,train,2520.0
,Expense,Other,nCChdfc,camera,110.0
,Expense,Other,HDFC,camera,68.0
,Expense,Other,nCChdfc,insurance,2259.0
,Expense,Other,nCChdfc,petrol,400.0
,Expense,Other,SBIcc,recharge,225.0
,Expense,balaji mavayya,SBIcc,train,540.0
,Expense,Other,nCChdfc,xerox,110.0
,Expense,Other,nCChdfc,rusk,50.0
,Expense,Other,nCChdfc,petrol,500.0
,Expense,Other,nCChdfc,medicines,250.0
,Expense,Other,HDFC,idly,20.0
,Income,Other,FAxisCC,bill,2379.0
,Income,Other,kotak,ind,10709.0
,Expense,Other,HDFC,ccbill,20452.0
,Income,Other,HDFC,cb,11.0
,Expense,Other,HDFC,electrical,1950.0
,Expense,Other,HDFC,vegetables,199.0
,Expense,Other,nCChdfc,chicken,380.0
,Expense,Other,nCChdfc,vegetables,120.0
,Expense,Other,FAxisCC,medplus,1191.0
,Expense,eshwari,ICICIcc,iqoo,21262.0
,Expense,Other,ICICIcc,weeder,1888.0
,Expense,Other,FAxisCC,mixer,15.0
,Expense,Other,HDFC,transfer,400.0
,Expense,Other,HDFC,transfer,130.0
,Income,Other,cash,received,500.0
,Expense,Other,HDFC,food,17.0
,Expense,Other,SBIcc,food,165.0
,Income,Other,iAxis,bill,7348.0
,Expense,Other,cash,bus,200.0
,Income,nagesh,kottu,thati aaku,250.0
,Expense,Other,HDFC,electrical,1060.0
,Expense,Other,HDFC,tea,10.0
,Expense,Other,SBIcc,tiffin,20.0
,Income,Other,HDFC,cb,27.0
,Expense,Other,nCChdfc,petrol,419.0
,Expense,Other,ICICIcc,weeder,1256.0
,Expense,eshwari,ICICIcc,iqoo,613.0
,Expense,Other,iAxis,camera,115.0
,Expense,Other,SBIcc,limit,50000.0
,Expense,Other,SBIcc,rusk,50.0
,Income,Other,Irctc,limit,50000.0
,Expense,Other,CChdfc,fridge,56.0
,Income,sudhakar,mutth,utaru,500.0
,Income,sudhakar,kottu,utaru,1000.0
,Expense,sudhakar,HDFC,utaru,1100.0
,Expense,sudhakar,cash,utaru,1000.0
,Expense,sudhakar,HDFC,utaru,500.0
,Expense,sudhakar,HDFC,utaru,400.0
,Income,nagesh,kottu,utaru,250.0
,Expense,nagesh,cash,utaru,500.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,HDFC,tea,20.0
,Expense,Other,SBIcc,tiffin,60.0
,Expense,Other,kotak,zerodha,15000.0
,Income,Other,HDFC,int,1033.0
,Expense,Other,kotak,AF,1650.0
,Income,Other,CChdfc,bill,1813.0
,Income,Other,Jloan,bill,7928.0
,Expense,Other,SBIcc,xerox,25.0
,Income,Other,HDFC,utaru,4326.0
,Income,Other,HDFC,utaru,5232.0
,Income,Other,HDFC,utaru,2992.0
,Income,Other,HDFC,utaru,5864.0
,Expense,Other,HDFC,raasi,18414.0
,Expense,balaji mavayya,ICICIcc,battery,1526.0
,Expense,Other,cash,missing,1100.0
,Expense,Other,SBIcc,kirana,1188.0
,Expense,Other,HDFC,vegetables,140.0
,Expense,Other,iAxis,fish,840.0
,Expense,Other,HDFC,ant,30.0
,Expense,Other,HDFC,milk,150.0
,Income,Other,kotak,div,2.0
,Expense,Other,iAxis,stationary,84.0
,Expense,Other,SBIcc,vegetables,40.0
,Expense,Other,kotak,zerodha,31334.0
,Expense,ksn,HDFC,train,367.0
,Expense,Other,Abank,zerodha,235666.0
,Expense,Other,kotak,Fyers,5000.0
,Expense,Other,HDFC,ccbill,4567.0
,Expense,Other,HDFC,ccbill,2909.0
,Expense,Other,HDFC,ccbill,9525.0
,Income,Other,HDFC,cb,14.0
,Expense,Other,iAxis,transfer,1000.0
,Expense,Other,nCChdfc,petrol,379.0
,Expense,Other,cash,coconut,800.0
,Expense,Other,HDFC,tractor,300.0
,Expense,Other,HDFC,tractor,300.0
,Expense,Other,HDFC,toll,100.0
,Income,nagesh,kottu,sudha,500.0
,Income,srinu,mutth,sudha,600.0
,Expense,srinu,cash,sudha,200.0
,Expense,nagesh,cash,sudha,200.0
,Expense,Other,HDFC,tiffin,60.0
,Expense,Other,FAxisCC,Janasena,500.0
,Expense,Other,HDFC,tailor,450.0
,Expense,Other,HDFC,milk,70.0
,Income,Other,HDFC,int,1799.0
,Income,nagesh,kottu,sudha,500.0
,Income,srinu,kottu,sudha,600.0
,Expense,nagesh,cash,sudha,200.0
,Expense,srinu,cash,sudha,200.0
,Expense,Other,iAxis,permit,450.0
,Income,Other,HDFC,sarivi,80000.0
,Expense,Other,HDFC,tea,20.0
,Expense,Other,HDFC,xerox,15.0
,Expense,Other,HDFC,dokka thadu,30.0
,Expense,Other,nCChdfc,petrol,410.0
,Income,Other,ICICIcc,refund,157.0
,Expense,Other,SBIcc,tiffin,40.0
,Expense,Other,HDFC,geda,1400.0
,Expense,srinu,cash,sudha,800.0
,Expense,Other,HDFC,milk,100.0
,Expense,Other,iAxis,vegetables,180.0
,Income,Other,HDFC,cb,50.0
,Expense,Other,iAxis,xerox,65.0
,Income,Other,HDFC,sarivi,90000.0
,Income,Other,HDFC,sarivi,30000.0
,Expense,Other,HDFC,amazon,151.0
,Expense,Other,SBIcc,victory bazaar,334.0
,Expense,Other,cash,banana,100.0
,Expense,Other,HDFC,steel kottu loan,50000.0
,Expense,Other,HDFC,acc insur,26.0
,Expense,Other,HDFC,milk,70.0
,Income,balaji mavayya,cash,received,300.0
,Expense,Other,HDFC,transfer,1000.0
,Expense,Other,cash,dwakra,8000.0
,Expense,Other,cash,misc,200.0
,Expense,Other,HDFC,thullu seed,12000.0
,Income,nagesh,culture,matti,250.0
,Expense,nagesh,cash,matti,200.0
,Expense,Other,HDFC,milk,70.0
,Income,Other,ICICIcc,bill,11157.0
,Expense,Other,SBIcc,drinks,55.0
,Expense,Other,SBIcc,permit,450.0
,Expense,Other,nCChdfc,petrol,370.0
,Expense,balaji mavayya,nCChdfc,train,1145.0
,Expense,Other,HDFC,aditya,560.0
,Expense,Other,HDFC,vegetables,180.0
,Expense,Other,SBIcc,victory bazaar,715.0
,Expense,Other,SBIcc,fascino,90.0
,Income,Other,HDFC,int,122.0
,Expense,Other,SBIcc,tiffin,80.0
,Income,Other,HDFC,int,258.0
,Expense,Other,HDFC,movie,1530.0
,Income,Other,HDFC,cb,8.0
,Expense,Other,SBIcc,permit,900.0
,Expense,Other,HDFC,thowdu,130.0
,Expense,Other,nCChdfc,petrol,352.0
,Expense,Other,SBIcc,seeds,230.0
,Expense,Other,CChdfc,recharge,175.0
,Income,Other,FAxisCC,bill,1933.0
,Expense,Other,SBIcc,current bill,411.0
,Expense,mavayya garu,SBIcc,permit,350.0
,Expense,Other,SBIcc,current bill,78.0
,Expense,Other,SBIcc,current bill,123.0
,Expense,Other,Axisneo,current bill,2877.0
,Income,Other,LICICI,commission,2635.0
,Expense,ksn,nCChdfc,tatasky,200.0
,Expense,ksn,cash,transfer,1000.0
,Income,Other,cash,punasa,1000.0
,Expense,Other,cash,home,200.0
,Expense,Other,ICICIcc,amazon,300.0
,Expense,Other,SBIcc,permit,1350.0
,Expense,Other,HDFC,ccbill,18901.0
,Income,Other,HDFC,cb,46.0
,Expense,Other,SBIcc,sweets,450.0
,Expense,Other,SBIcc,juice,90.0
,Expense,Other,nCChdfc,petrol,500.0
,Expense,Other,SBIcc,permit,450.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,FAxisCC,mixer,11.0
,Expense,Other,HDFC,transfer,2000.0
,Expense,Other,nCChdfc,petrol,340.0
,Expense,Other,SBIcc,permit,450.0
,Expense,Other,HDFC,milk,70.0
,Expense,sai bava,FAxisCC,train,4710.0
,Income,Other,iAxis,bill,4634.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,ICICIcc,amazon,790.0
,Expense,Other,SBIcc,noodles,180.0
,Expense,Other,CChdfc,train,40.0
,Expense,Other,HDFC,matti,3700.0
,Expense,Other,iAxis,transfer,1500.0
,Expense,Other,iAxis,rice,1700.0
,Expense,mavayya garu,iAxis,permit,350.0
,Income,Other,HDFC,misc,1941.0
,Expense,Other,HDFC,milk,70.0
,Income,Other,HDFC,cb,25.0
,Income,Other,HDFC,int,216.0
,Expense,sai bava,FAxisCC,train,3580.0
,Expense,Other,kotak,AF,3010.0
,Expense,Other,kotak,zerodha,1000.0
,Expense,Other,iAxis,permit,450.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,CChdfc,fridge,27.0
,Income,Other,CChdfc,bill,7823.0
,Income,Other,Jloan,bill,7927.0
,Expense,eshwari,ICICIcc,iqoo,318.0
,Expense,Other,HDFC,aditya,300.0
,Expense,Other,nCChdfc,petrol,410.0
,Expense,ksn,iAxis,train,427.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,nCChdfc,gas,845.0
,Expense,Other,iAxis,haircut,600.0
,Expense,Other,iAxis,juice,100.0
,Expense,Other,HDFC,ccbill,11157.0
,Expense,Other,HDFC,ccbill,3909.0
,Expense,Other,HDFC,ccbill,10334.0
,Income,Other,HDFC,cb,21.0
,Expense,ksn,Axisneo,recharge,2000.0
,Income,Other,FAxisCC,cb,41.0
,Income,Other,HDFC,int,219.0
,Expense,mavayya garu,iAxis,permit,350.0
,Income,mavayya garu,HDFC,3,1500.0
,Expense,Other,HDFC,transfer,2200.0
,Expense,Other,cash,medicines,200.0
,Expense,Other,HDFC,milk,100.0
,Expense,ASN,HDFC,payment,100000.0
,Expense,Other,iAxis,permit,450.0
,Income,Other,HDFC,parivahan,872.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,LICICI,ttd,116.0
,Expense,Other,iAxis,transfer,1500.0
,Income,eshwari,HDFC,received,3000.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,nCChdfc,petrol,449.0
,Expense,Other,iAxis,permit,450.0
,Expense,Other,iAxis,vegetables,320.0
,Income,ksn,cash,received,1000.0
,Income,Other,HDFC,int,401.0
,Expense,Other,iAxis,xerox,10.0
,Expense,Other,HDFC,banana,50.0
,Income,Other,HDFC,cb,15.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,HDFC,transfer,3500.0
,Expense,Other,HDFC,parivahan,2135.0
,Expense,mavayya garu,iAxis,permit,150.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,HDFC,transfer,1000.0
,Expense,Other,cash,maid,4800.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,HDFC,thowdu,150.0
,Expense,Other,SBIcc,victory bazaar,627.0
,Income,Other,HDFC,cb,11.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,nCChdfc,transfer,670.0
,Expense,Other,HDFC,ghee,205.0
,Expense,nagesh,nCChdfc,rim,500.0
,Expense,nagesh,cash,rim,1000.0
,Expense,Other,SBIcc,kirana,160.0
,Expense,Other,SBIcc,vegetables,50.0
,Income,Other,union,int,539.0
,Expense,ksn,SBIcc,train,427.0
,Expense,Other,SBIcc,rim,250.0
,Expense,Other,SBIcc,kirana,50.0
,Expense,Other,SBIcc,recharge,175.0
,Expense,Other,HDFC,rusk,50.0
,Expense,Other,HDFC,recharge,500.0
,Income,Other,ICICIcc,bill,5337.0
,Expense,Other,ICICIcc,pedigree,540.0
,Expense,Other,HDFC,milk,100.0
,Expense,Other,SBIcc,current bill,121.0
,Expense,Other,SBIcc,current bill,673.0
,Expense,Other,SBIcc,medicines,190.0
,Expense,Other,kotak,zerodha,14980.0
,Expense,Other,kotak,AF,14980.0
,Expense,Other,HDFC,dwakra,1000.0
,Expense,Other,nCChdfc,petrol,400.0
,Expense,Other,Abank,NaviLoan,200000.0
,Expense,Other,union,NaviLoan,591.0
,Income,Other,HDFC,cb,35.0
,Expense,Other,HDFC,charges,137.0
,Expense,Other,HDFC,aditya,670.0
,Expense,Other,HDFC,milk,70.0
,Income,Other,HDFC,cb,13.0
,Income,Other,LICICI,commission,2138.0
,Expense,Other,SBIcc,victory bazaar,580.0
,Expense,Other,HDFC,ccbill,11745.0
,Expense,Other,HDFC,fascino,1400.0
,Income,Other,kotak,zerodha,39000.0
,Income,Other,kotak,AF,34000.0
,Income,nagesh,cash,received,500.0
,Expense,Other,cash,dwakra,500.0
,Expense,Other,nCChdfc,petrol,500.0
,Expense,Other,FAxisCC,mixer,7.0
,Expense,Other,HDFC,transfer,5000.0
,Expense,Other,cash,dwakra,2500.0
,Expense,Other,HDFC,kirana,165.0
,Expense,Other,HDFC,milk,100.0
,Income,Other,HDFC,cb,10.0
,Expense,Other,HDFC,gold,500.0
,Expense,Other,SBIcc,permit,450.0
,Income,Other,iAxis,bill,12541.0
,Income,Other,FAxisCC,bill,8460.0
,Expense,Other,HDFC,milk,100.0
,Expense,eshwari,ICICIcc,iqoo,255.0
,Income,Other,union,int,221.0
,Expense,Other,HDFC,gaddi chepa,2200.0
,Expense,Other,HDFC,milk,100.0
,Expense,Other,iAxis,permit,450.0
,Expense,Other,iAxis,recharge,199.0
,Expense,Other,FAxisCC,insurance,100000.0
,Expense,Other,HDFC,cashew,750.0
,Expense,ksn,nCChdfc,tatasky,200.0
,Expense,Other,iAxis,train,900.0
,Expense,Other,iAxis,current bill,135.0
,Expense,Other,iAxis,current bill,3434.0
,Expense,Other,HDFC,charges,11.0
,Income,Other,Jloan,bill,7928.0
,Income,Other,HDFC,insurance,500000.0
,Expense,Other,HDFC,milk,70.0
,Expense,ksn,iAxis,train,428.0
,Income,Other,union,int,218.0
,Expense,Other,HDFC,sarees,2800.0
,Expense,Other,nCChdfc,petrol,372.0
,Expense,Other,iAxis,fish,1200.0
,Expense,Other,SBIcc,brush cutter,7643.0
,Expense,Other,SBIcc,brush cutter,3821.0
,Expense,Other,SBIcc,brush cutter,2184.0
,Expense,Other,HDFC,ccbill,5337.0
,Expense,Other,HDFC,ccbill,4776.0
,Expense,Other,HDFC,ccbill,8592.0
,Income,eshwari,HDFC,received,3600.0
,Income,Other,HDFC,cb,21.0
,Expense,Other,iAxis,xerox,30.0
,Expense,Other,HDFC,d3 aunty,25000.0
,Expense,Other,HDFC,milk,50.0
,Expense,ramu,HDFC,ramu,100.0
,Expense,Other,iAxis,kirana,820.0
,Income,Other,LICICI,commission,11635.0
,Expense,Other,HDFC,milk,70.0
,Income,subramanyam,kancherla,utaru,1275.0
,Income,subramanyam,mutth,utaru,425.0
,Income,subramanyam,cheruvu,utaru,425.0
,Income,subramanyam,kottu,utaru,1275.0
,Expense,subramanyam,cash,utaru,500.0
,Income,nagesh,kancherla,utaru,413.0
,Income,nagesh,mutth,utaru,138.0
,Income,nagesh,cheruvu,utaru,137.0
,Income,nagesh,kottu,utaru,412.0
,Expense,nagesh,cash,utaru,400.0
,Expense,Other,HDFC,tiffin,95.0
,Expense,Other,HDFC,fense,36.0
,Income,Other,HDFC,cb,24.0
,Expense,Other,cash,misc,700.0
,Income,Other,HDFC,utaru,20000.0
,Expense,Other,nCChdfc,petrol,410.0
,Expense,Other,SBIcc,victory bazaar,528.0
,Expense,Other,cash,purchase,300.0
,Income,Other,HDFC,utaru,3714.0
,Income,Other,HDFC,utaru,3354.0
,Income,Other,HDFC,utaru,1157.0
,Income,Other,HDFC,utaru,9342.0
,Income,Other,cash,gold,802500.0
,Expense,Other,cash,gold,336000.0
,Expense,Other,HDFC,home loan,275000.0
,Income,sai bava,HDFC,received,200000.0
,Expense,Other,HDFC,gold,100.0
,Income,Other,HDFC,int,124.0
,Expense,Other,iAxis,vegetables,350.0
,Expense,Other,iAxis,recharge,189.0
,Expense,Other,HDFC,purchase,17567.0
,Expense,Other,cash,home loan,465000.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,SBIcc,misc,25.0
,Expense,Other,Abank,ccbill,4443.0
,Expense,Other,union,ccbill,3485.0
,Expense,Other,nCChdfc,petrol,400.0
,Expense,Other,nCChdfc,food,599.0
,Income,Other,cash,received,500.0
,Expense,mavayya garu,SBIcc,permit,350.0
,Income,Other,ICICIcc,bill,6253.0
,Expense,Other,HDFC,milk,140.0
,Expense,Other,SBIcc,notary,250.0
,Income,Other,HDFC,utaru,18000.0
,Expense,ksn,HDFC,aruna,5000.0
,Expense,Other,HDFC,transfer,16000.0
,Expense,Other,cash,soceity loan,44500.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,HDFC,battery,200.0
,Expense,Other,SBIcc,current bill,45.0
,Expense,Other,SBIcc,current bill,442.0
,Expense,Other,HDFC,aditya,625.0
,Expense,Other,HDFC,rice,1700.0
,Expense,Other,HDFC,transfer,2000.0
,Expense,Other,cash,misc,200.0
,Income,Other,FAxisCC,bill,135477.0
,Expense,Other,SBIcc,victory bazaar,342.0
,Expense,Other,SBIcc,vegetables,240.0
,Expense,Other,SBIcc,chicken,400.0
,Expense,Other,HDFC,charges,22.0
,Expense,Other,nCChdfc,petrol,500.0
,Income,Other,LICICI,commission,697.0
,Expense,Other,HDFC,milk,201.0
,Expense,Other,nCChdfc,milk,35.0
,Expense,Other,nCChdfc,petrol,380.0
,Expense,Other,HDFC,fascino,160.0
,Expense,Other,SBIcc,bulb,530.0
,Expense,Other,SBIcc,medicines,28.0
,Expense,Other,HDFC,milk,140.0
,Expense,Other,FAxisCC,mixer,4.0
,Expense,Other,HDFC,thadu,60.0
,Expense,Other,nCChdfc,petrol,370.0
,Expense,Other,cash,jaya aunty,2000.0
,Expense,Other,cash,surveyor,500.0
,Expense,Other,cash,fruits,100.0
,Expense,Other,HDFC,ccbill,11331.0
,Income,Other,HDFC,cb,8.0
,Income,akka,HDFC,received,10000.0
,Income,Other,iAxis,bill,58512.0
,Expense,Other,HDFC,milk,140.0
,Expense,Other,nCChdfc,petrol,500.0
,Expense,Other,iAxis,notary,330.0
,Expense,Other,iAxis,rice,1700.0
,Expense,Other,iAxis,vegetables,150.0
,Expense,Other,iAxis,medicines,800.0
,Expense,Other,iAxis,current bill,122.0
,Expense,Other,iAxis,current bill,5444.0
,Expense,Other,HDFC,transfer,10000.0
,Income,Other,HDFC,cb,22.0
,Expense,ksn,HDFC,train,722.0
,Expense,Other,HDFC,kirana,2550.0
,Expense,Other,nCChdfc,sundirect,285.0
,Expense,Other,nCChdfc,petrol,870.0
,Expense,eshwari,ICICIcc,iqoo,193.0
,Expense,Other,iAxis,hospital,1200.0
,Expense,Other,iAxis,medicines,28.0
,Income,Other,cash,received,3600.0
,Income,Other,Jloan,bill,7928.0
,Income,Other,CChdfc,bill,17839.0
,Expense,Other,HDFC,thowdu,530.0
,Expense,Other,HDFC,fish,500.0
,Expense,Other,HDFC,medicines,1004.0
,Expense,Other,HDFC,milk,70.0
,Expense,Other,nCChdfc,fruits,400.0
,Income,ksn,cash,received,7000.0
,Expense,Other,nCChdfc,petrol,500.0
,Income,nagesh,kottu,kuridi,250.0
,Expense,Other,HDFC,ccbill,19370.0
,Expense,Other,HDFC,ccbill,6253.0
,Expense,Other,HDFC,fancy,110.0
,Expense,mavayya garu,iAxis,permit,350.0
,Income,Other,HDFC,cb,20.0
,Expense,Other,iAxis,kirana,295.0
,Expense,Other,cash,petrol,500.0
,Expense,Other,HDFC,parivahan,2135.0
,Expense,Other,nCChdfc,tatasky,200.0
,Expense,Other,SBIcc,recharge,199.0
,Expense,Other,cash,milk,1400.0
,Expense,Other,cash,gas,100.0
,Expense,Other,iAxis,recharge,139.0
,Expense,Other,iAxis,thadu,100.0
,Expense,Other,cash,rallu,800.0
,Expense,Other,HDFC,transfer,300.0
,Income,ksn,cash,received,500.0
,Expense,sai bava,iAxis,train,3160.0
,Income,akka,HDFC,received,10000.0
,Expense,Other,FAxisCC,cow ghee,831.0
,Expense,Other,HDFC,ccbill,40000.0
,Expense,ksn,HDFC,recharge,800.0
,Expense,Other,HDFC,vegetables,90.0
,Income,Other,HDFC,cb,14.0
,Expense,Other,CChdfc,cow ghee,1662.0
,Expense,Other,HDFC,tree cutting,2000.0
,Expense,Other,cash,tree cutting,250.0
,Expense,Other,HDFC,battery,1300.0
,Expense,Other,HDFC,milk,135.0
,Expense,Other,HDFC,refund,3823.0
,Expense,ksn,SBIcc,recharge,147.0
,Expense,Other,SBIcc,banana,100.0
,Income,nagesh,shop,tree cutting,250.0
,Income,srinu,shop,tree cutting,300.0
,Expense,nagesh,cash,tree cutting,300.0
,Expense,srinu,cash,tree cutting,200.0
,Expense,Other,HDFC,electrician,800.0
,Income,nagesh,kottu,dhukku,250.0
,Income,nagesh,shop,paaka,250.0
,Expense,nagesh,cash,dhukku,300.0
,Expense,Other,HDFC,electrician,155.0
,Expense,Other,nCChdfc,petrol,410.0
,Expense,Other,SBIcc,current bill,57.0
,Expense,Other,SBIcc,current bill,629.0
,Income,Other,ICICIcc,bill,4228.0
,Income,Other,HDFC,cb,28.0
,Expense,Other,HDFC,milk,140.0
,Expense,Other,HDFC,medicines,64.0
,Income,nagesh,shop,paaka,500.0
,Expense,nagesh,cash,paaka,500.0
,Expense,srinu,cash,tree cutting,100.0
,Expense,Other,HDFC,victory bazaar,379.0
,Expense,Other,HDFC,aditya,525.0
,Expense,Other,HDFC,milk,100.0
,Income,Other,HDFC,received,2000.0
,Income,nagesh,shop,paaka,500.0
,Expense,Other,cash,paaka,1300.0
,Expense,Other,cash,tiffin,100.0
,Expense,Other,SBIcc,food,175.0
,Expense,Other,HDFC,jcb,200.0
,Expense,Other,HDFC,dhukku,30.0
,Expense,Other,HDFC,refund,833.0
,Income,Other,shop,jcb,6000.0
,Expense,Other,SBIcc,juice,100.0
,Expense,Other,HDFC,petrol,300.0
,Expense,Other,HDFC,transfer,2000.0
,Expense,Other,HDFC,jcb,4000.0
,Income,joseph,mutth,kampa,650.0
,Expense,joseph,cash,kampa,600.0
,Expense,Other,nCChdfc,petrol,500.0
